Province,Year,Unlicensed Cannabis Sales,Tax Rate,Licensed Cannabis Sales,Unemployment Rates,"Police Rate (per 100,000 people)",Police officers Total,GDP(MILLIONS),TOTAL GDP,GDP Per Capita (2017 Constant Prices),Population,recreational dummy,age 15-19,age 19-24,TotalAge(15-24),Age(%15-24),"Property Crime Rate (per 100,000 people)","Violent Crime Rate (per 100,000 people)",Retail Sales (2017 Chained Dollars),Retail Licensing Fees
British Columbia,2015,790.6,0,0,6.2,181.9756784,"8,672","264,523","264,523,000,000",55508.24766,"4,765,472",0,"273,112","315,001","588,113",12.34112801,4871.13,1191.76,71609349,0
British Columbia,2016,790.4,0,0,6.1,180.2204322,"8,761","271,919","271,919,000,000",55935.80606,"4,861,269",0,"274,741","318,292","593,033",12.19913977,4890.16,1115.88,77108523,0
British Columbia,2017,772.3,0,0,5.3,181.6707139,"8,964","282,283","282,283,000,000",57209.45352,"4,934,202",0,"274,880","327,733","602,613",12.2129779,4707.23,1085.08,84301816,0
British Columbia,2018,800.2,22,5.3,4.6,184.1473545,"9,246","292,182","292,182,000,000",58192.23701,"5,020,979",1,"276,319","341,620","617,939",12.30714169,4756.02,1176.82,85964138,7500
British Columbia,2019,668.8,22,107.8,4.8,181.7640386,"9,290","299,857","299,857,000,000",58668.69679,"5,111,022",1,"274,804","352,373","627,177",12.27106829,5276.22,1561.59,86486950,7500
British Columbia,2020,551.3,22,428.7,9.1,180.75,,"290,575","290,575,000,000",56137.81493,"5,176,101",1,"271,013","346,906","617,919",11.93792393,4453.95,1551.32,87504057,7500
British Columbia,2021,531.5,22,676.2,6.6,178.3737814,"9,323","312,961","312,961,000,000",59877.76144,"5,226,665",1,"264,216","333,460","597,676",11.4351312,4211.63,1555.73,98567132,7500
British Columbia,2022,639,,855.9,4.6,173.4142339,"9,293","328,091","328,091,000,000",61224.20036,"5,358,845",1,"280,440","339,415","619,855",11.56695146,4163.86,1539.06,,
British Columbia,2023,660.8,,1072.2,5.2,168.0417515,"9,268","337,223","337,223,000,000",61143.22785,"5,515,296",1,"291,127","355,322","646,449",11.72102096,4081.22,1567.75,,
British Columbia,2024,635.9,,1137.7,5.6,0,,"341,012","341,012,000,000",60131.3957,"5,671,114",1,"302,472","375,787","678,259",11.95989007,3821.11,1497.82,,
Yukon,2007,4.4,0,0,5.5,365.535248,119,"2,098","2,098,000,000",64444.78575,"32,555",0,"2,377","2,253","4,630",14.2220857,9699.91,3996.07,502699,0
Yukon,2008,4.5,0,0,5.8,353.6452666,117,"2,311","2,311,000,000",69852.49668,"33,084",0,"2,350","2,303","4,653",14.06420022,10257.5,3835.23,534545,0
Yukon,2009,4.6,0,0,7,361.6636528,122,"2,465","2,465,000,000",73073.8446,"33,733",0,"2,336","2,315","4,651",13.78768565,9098.19,4162.22,526836,0
Yukon,2010,4.7,0,0,7.4,349.7311983,121,"2,560","2,560,000,000",73992.71634,"34,598",0,"2,343","2,366","4,709",13.61061333,8992.37,4231.7,599343,0
Yukon,2011,4.9,0,0,5.9,344.9640898,122,"2,685","2,685,000,000",75920.3755,"35,366",0,"2,263","2,436","4,699",13.28677261,9005.68,4151.25,651663,0
Yukon,2012,5.2,0,0,7.1,329.1748499,119,"2,793","2,793,000,000",77259.2736,"36,151",0,"2,193","2,484","4,677",12.93740146,8641.06,4023.85,669007,0
Yukon,2013,5.3,0,0,6.3,362.1001811,132,"2,840","2,840,000,000",77906.40259,"36,454",0,"2,096","2,487","4,583",12.57200856,9542.46,4175.68,652604,0
Yukon,2014,5.6,0,0,5.1,364.028583,135,"2,861","2,861,000,000",77147.09451,"37,085",0,"2,042","2,437","4,479",12.07765943,9198.37,4478.01,663033,0
Yukon,2015,5.8,0,0,6,345.1113648,130,"2,637","2,637,000,000",70004.51299,"37,669",0,"2,043","2,326","4,369",11.59839656,9575.48,4083.31,697540,0
Yukon,2016,5.8,0,0,6.2,357.98594,138,"2,832","2,832,000,000",73464.94072,"38,549",0,"2,069","2,214","4,283",11.11053464,8973.46,4013.28,626485,0
Yukon,2017,5.7,0,0,4.3,323.7801331,128,"2,883","2,883,000,000",72926.41591,"39,533",0,"2,081","2,293","4,374",11.06417423,9101.26,3718.41,582988,0
Yukon,2018,7.5,15,1.2,3.9,326.7084127,132,"2,952","2,952,000,000",73063.88139,"40,403",1,"2,058","2,358","4,416",10.92988144,9529,3927.93,703073,2050
Yukon,2019,4.7,15,5.1,4.1,318.0615243,131,"2,912","2,912,000,000",70701.92051,"41,187",1,"2,063","2,345","4,408",10.7024061,11076.31,5071.99,872226,2050
Yukon,2020,4,15,7.5,5.6,320.2,,"2,962","2,962,000,000",70594.40393,"41,958",1,"2,127","2,357","4,484",10.68687735,10748.84,5136.09,900497,2050
Yukon,2021,3.9,15,9.5,6.3,325.8769582,140,"3,239","3,239,000,000",75393.96197,"42,961",1,"2,176","2,471","4,647",10.81678732,10297.71,5111.61,963454,2050
Yukon,2022,4.2,,12.3,4.4,319.1319611,140,"3,339","3,339,000,000",76112.97271,"43,869",1,"2,251","2,538","4,789",10.91659258,10282.46,5239.18,,
Yukon,2023,4.4,,15.7,3.5,321.451375,146,"3,383","3,383,000,000",74484.24668,"45,419",1,"2,324","2,662","4,986",10.97778463,11244.31,4982.07,,
Yukon,2024,4.2,,19.5,4.3,0,,"3,300","3,300,000,000",69335.01418,"47,595",1,"2,394","3,140","5,534",11.62727177,11348.06,4958.89,,
Northwest Territories,2007,6.4,0,0,6.6,403.2629735,175,"5,556","5,556,000,000",128030.2332,"43,396",0,"3,709","3,461","7,170",16.52226012,20304.79,9279.75,678171,0
Northwest Territories,2008,6.4,0,0,6.7,410.2800507,178,"5,031","5,031,000,000",115961.7379,"43,385",0,"3,665","3,597","7,262",16.73850409,20486.74,8855.82,705688,0
Northwest Territories,2009,6.4,0,0,7.5,454.0084779,196,"4,492","4,492,000,000",104051.3308,"43,171",0,"3,651","3,589","7,240",16.77051725,20021.32,8667.64,693226,0
Northwest Territories,2010,6.4,0,0,7.6,466.5989097,202,"4,601","4,601,000,000",106278.2962,"43,292",0,"3,609","3,611","7,220",16.67744618,22676.65,8588.66,709677,0
Northwest Territories,2011,6.5,0,0,8.5,452.9464512,197,"4,187","4,187,000,000",96268.36502,"43,493",0,"3,570","3,631","7,201",16.55668728,23294.41,8573.92,727165,0
Northwest Territories,2012,6.6,0,0,8.3,456.1709151,199,"4,173","4,173,000,000",95658.3532,"43,624",0,"3,421","3,640","7,061",16.18604438,23840.73,7943.09,753578,0
Northwest Territories,2013,6.8,0,0,7.9,438.6165304,192,"4,295","4,295,000,000",98117.60406,"43,774",0,"3,206","3,597","6,803",15.54118883,24097.71,7448.92,759380,0
Northwest Territories,2014,6.9,0,0,8.1,437.8463433,192,"4,497","4,497,000,000",102551.8232,"43,851",0,"2,973","3,589","6,562",14.96431096,23088.14,6929.63,780507,0
Northwest Territories,2015,7.2,0,0,9.1,454.268086,201,"4,539","4,539,000,000",102583.226,"44,247",0,"2,894","3,455","6,349",14.34899541,23367.32,7685.87,618848,0
Northwest Territories,2016,7.1,0,0,7.9,445.9483686,199,"4,475","4,475,000,000",100282.3593,"44,624",0,"2,867","3,314","6,181",13.85129079,20609.99,7809.7,753548,0
Northwest Territories,2017,6.8,0,0,7.4,409.7993551,183,"4,628","4,628,000,000",103636.6894,"44,656",0,"2,757","3,296","6,053",13.55472949,19862.95,8469.19,768802,0
Northwest Territories,2018,7,15,0.8,7.7,417.6396623,186,"4,684","4,684,000,000",105173.3429,"44,536",1,"2,683","3,174","5,857",13.15115861,20873,8730.02,786723,1000
Northwest Territories,2019,6,15,3,6.9,436.5240088,194,"4,502","4,502,000,000",101300.5715,"44,442",1,"2,715","2,999","5,714",12.85720715,25451.15,11205.62,775924,1000
Northwest Territories,2020,4.8,15,5,9.5,425.75,,"4,097","4,097,000,000",92059.14075,"44,504",1,"2,687","2,951","5,638",12.66852418,29684.97,11792.2,861276,1000
Northwest Territories,2021,4.7,15,8.4,6,430.6960677,192,"4,238","4,238,000,000",95067.1841,"44,579",1,"2,722","2,881","5,603",12.56869827,28141.05,12373.54,888724,1000
Northwest Territories,2022,4.8,,10.8,5,436.9160449,195,"4,217","4,217,000,000",94485.89545,"44,631",1,"2,766","2,851","5,617",12.58542269,28498.45,12622.99,,
Northwest Territories,2023,4.9,,13.1,6,437.0825301,195,"4,238","4,238,000,000",94992.60322,"44,614",1,"2,772","2,891","5,663",12.69332497,30399.95,11691.77,,
Northwest Territories,2024,4.5,,13.6,5.8,0,,"4,205","4,205,000,000",92913.80339,"45,257",1,"2,773","3,179","5,952",13.15155667,30010.51,11931.32,,
Nunavut,2007,5.1,0,0,10.1,391.7946104,123,"1,740","1,740,000,000",55424.60343,"31,394",0,"3,311","2,806","6,117",19.48461489,13632.74,9039.66,278105,0
Nunavut,2008,5.1,0,0,13.1,373.064142,119,"1,981","1,981,000,000",62104.20716,"31,898",0,"3,336","2,898","6,234",19.54354505,15624.61,9648.19,308771,0
Nunavut,2009,5.3,0,0,13.3,383.3885413,125,"1,849","1,849,000,000",56710.83303,"32,604",0,"3,399","3,012","6,411",19.66323151,16607.36,9248.47,324273,0
Nunavut,2010,5.4,0,0,16.3,395.6953146,132,"2,191","2,191,000,000",65679.42684,"33,359",0,"3,391","3,094","6,485",19.44003118,16748.12,10217.97,341431,0
Nunavut,2011,5.6,0,0,16.7,380.2837502,130,"2,310","2,310,000,000",67573.49715,"34,185",0,"3,361","3,196","6,557",19.18092731,16190.92,9607.51,299200,0
Nunavut,2012,5.8,0,0,15.7,360.6670898,125,"2,363","2,363,000,000",68180.50667,"34,658",0,"3,269","3,255","6,524",18.82393675,16116.75,9777.34,338326,0
Nunavut,2013,6.1,0,0,15.1,362.29833,128,"2,589","2,589,000,000",73280.49816,"35,330",0,"3,229","3,276","6,505",18.41211435,13071.29,8767.01,353841,0
Nunavut,2014,6.3,0,0,14.8,330.868042,119,"2,557","2,557,000,000",71094.92298,"35,966",0,"3,155","3,248","6,403",17.80292498,14047.43,8153.79,358205,0
Nunavut,2015,6.6,0,0,16,359.0024664,131,"2,549","2,549,000,000",69854.75473,"36,490",0,"3,183","3,215","6,398",17.53357084,15257.07,8054.7,367634,0
Nunavut,2016,6.6,0,0,14.9,354.2551178,131,"2,679","2,679,000,000",72446.5237,"36,979",0,"3,170","3,108","6,278",16.97720328,15230.27,8191.14,431710,0
Nunavut,2017,6.4,0,0,15.2,355.8529849,134,"3,032","3,032,000,000",80518.37689,"37,656",0,"3,200","3,144","6,344",16.84724878,15421.18,8277.57,442295,0
Nunavut,2018,6.5,34.3,0,14,354.887532,136,"3,170","3,170,000,000",82720.10855,"38,322",1,"3,235","3,189","6,424",16.76321695,16554.46,8830.44,455075,2000
Nunavut,2019,6.8,34.3,0,14,347.5887639,135,"3,416","3,416,000,000",87952.83092,"38,839",1,"3,346","3,208","6,554",16.8747908,20458.82,11071.35,485151,2000
Nunavut,2020,5.7,34.3,0.6,15.6,358.75,,"3,493","3,493,000,000",88477.41837,"39,479",1,"3,362","3,238","6,600",16.71774868,22252.34,12191.29,556417,2000
Nunavut,2021,5.5,34.3,1.2,10.4,364.2169336,146,"3,724","3,724,000,000",92900.26443,"40,086",1,"3,329","3,207","6,536",16.30494437,27241.43,11879.46,555107,2000
Nunavut,2022,5.5,,3.1,14.1,371.8937024,151,"3,829","3,829,000,000",94303.3766,"40,603",1,"3,431","3,221","6,652",16.38302588,26386.04,12512.05,,
Nunavut,2023,5.7,,6.8,13.2,342.1644345,140,"3,967","3,967,000,000",96954.73653,"40,916",1,"3,478","3,246","6,724",16.43366898,29361.18,13341.52,,
Nunavut,2024,5.4,,12.6,8.3,0,,"4,241","4,241,000,000",102414.8756,"41,410",1,"3,523","3,292","6,815",16.45737745,27493.38,12767.56,,
